pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_linked_issues,time_since_last_commit,test_coverage,number_of_reviews_requested,number_of_revisions,number_of_milestones,dependency_changes,comment_authors
38953,2020-05-29T12:40:01Z,2020-05-31T12:57:10Z,ShaunSHamilton,6,6,16,1320,56,2,2,[],4.0,0,1936435.0,1,0,0,0,125793567.663701,,0,16,0,False,"['ojeytonwilliams', 'ShaunSHamilton', 'gitpod-io[bot]']"
38395,2020-03-20T04:16:46Z,2020-03-23T12:02:35Z,RandellDawson,2,0,1,2,1,2,2,['scope: curriculum'],4.0,0,8856450.0,0,0,0,0,124951748.688416,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
39083,2020-06-16T18:48:30Z,2020-06-22T10:43:22Z,naomi-lgbt,4,1,5,9,1,3,2,['scope: curriculum'],4.0,0,489293.0,1,0,0,0,125663401.964242,,0,5,0,False,"['naomi-lgbt', 'thecodingaviator', 'gitpod-io[bot]']"
39197,2020-07-07T12:50:04Z,2020-07-07T13:10:05Z,PeterF521,3,0,1,2,1,1,1,[],4.0,0,4258.0,0,0,0,0,124355543.000044,,0,1,0,False,"['RandellDawson', 'PeterF521', 'gitpod-io[bot]']"
39027,2020-06-08T12:02:38Z,2020-06-19T14:47:35Z,borntofrappe,6,2,5,8,2,4,1,['scope: curriculum'],4.0,0,966468.0,1,0,0,0,125901779.009445,,0,5,0,False,"['ojeytonwilliams', 'ShaunSHamilton', 'borntofrappe', 'gitpod-io[bot]']"
39160,2020-07-02T11:21:48Z,2020-07-02T11:25:58Z,raisedadead,1,0,1,15,1,0,0,[],94.0,0,251.0,0,0,0,0,124796846.038184,,0,1,0,False,['raisedadead']
38951,2020-05-29T11:59:12Z,2020-06-02T07:27:52Z,ShaunSHamilton,7,1,3,2,1,2,1,"['scope: curriculum', 'status: waiting update']",3.0,0,1938828.0,0,0,0,0,125793625.045002,,1,3,0,False,"['scissorsneedfoodtoo', 'ShaunSHamilton', 'erictleung', 'ojeytonwilliams', 'moT01', 'gitpod-io[bot]']"
39065,2020-06-13T03:30:14Z,2020-06-13T09:41:01Z,erictleung,1,0,1,2,1,2,2,['scope: curriculum'],3.0,0,52315.0,0,0,0,0,126414689.019768,,0,1,0,False,['gitpod-io[bot]']
39056,2020-06-11T21:26:39Z,2020-06-13T09:44:25Z,Dman247,1,0,1,52,18,1,1,['scope: curriculum'],4.0,0,130666.0,0,0,0,0,126444553.060655,,0,1,0,False,['gitpod-io[bot]']
38855,2020-05-20T05:22:49Z,2020-06-08T14:37:42Z,rajatgupta24,6,0,3,27,17,1,1,['scope: curriculum'],3.0,0,1674894.0,2,0,0,0,126858955.297887,,0,3,0,False,"['rajatgupta24', 'raisedadead', 'moT01', 'gitpod-io[bot]']"
36785,2019-09-12T10:05:08Z,2019-09-12T13:18:29Z,jasperpilgrim,1,0,1,4,1,1,1,[],5.0,0,23223731.0,0,0,0,0,126979579.591875,,0,1,0,False,['gitpod-io[bot]']
38998,2020-06-03T18:27:25Z,2020-06-04T07:10:50Z,Vardhu2706,4,0,3,12,6,2,2,[],4.0,0,48325.0,0,0,0,0,127228849.353485,,0,3,0,False,"['ojeytonwilliams', 'Vardhu2706', 'gitpod-io[bot]']"
39062,2020-06-12T19:58:41Z,2020-06-13T09:42:19Z,beaucarnes,3,0,1,2,1,1,1,['scope: curriculum'],3.0,0,49419.0,0,0,0,0,126444679.799962,,0,1,0,False,"['thecodingaviator', 'gitpod-io[bot]']"
38802,2020-05-12T21:14:03Z,2020-05-27T23:14:16Z,TyMick,3,0,1,2,1,2,2,['scope: curriculum'],3.0,0,1362477.0,0,0,0,0,127805500.389409,,0,1,0,False,"['moT01', 'raisedadead', 'gitpod-io[bot]']"
38981,2020-06-01T06:39:55Z,2020-06-06T09:50:31Z,niteshseram,5,9,3,25,1,4,1,['scope: curriculum'],23687.0,0,443436.0,2,0,0,0,127048989.537858,,0,3,0,False,"['scissorsneedfoodtoo', 'ShaunSHamilton', 'niteshseram', 'moT01', 'gitpod-io[bot]']"
39067,2020-06-13T11:24:06Z,2020-06-15T15:07:10Z,ilenia-magoni,1,0,1,116,1,1,1,[],4.0,0,189419.0,0,0,0,0,126249155.648801,,0,1,0,False,['gitpod-io[bot]']
38814,2020-05-13T16:17:33Z,2020-05-18T15:24:55Z,TyMick,9,2,6,28,1,2,2,['scope: curriculum'],3.0,0,520486.0,0,0,0,0,128578881.660813,,0,6,0,False,"['TyMick', 'erictleung', 'lynxlynxlynx', 'gitpod-io[bot]']"
38801,2020-05-12T19:48:30Z,2020-05-31T13:18:13Z,TyMick,3,0,1,2,1,2,1,['scope: curriculum'],4.0,0,1732950.0,0,0,0,0,127440160.675856,,0,1,0,False,"['moT01', 'raisedadead', 'gitpod-io[bot]']"
39006,2020-06-04T16:52:58Z,2020-06-04T16:56:40Z,raisedadead,1,0,2,25,1,0,0,[],268.0,0,268.0,0,0,0,0,127196174.679741,,0,2,0,False,['raisedadead']
39009,2020-06-04T23:00:08Z,2020-06-05T14:08:39Z,naomi-lgbt,3,0,1,2,1,2,2,[],4.0,0,54515.0,0,0,0,0,127119897.702717,,0,1,0,False,"['ojeytonwilliams', 'Twaha-Rahman', 'gitpod-io[bot]']"
39059,2020-06-12T08:47:17Z,2020-06-12T18:33:49Z,ojeytonwilliams,1,2,2,38,14,3,1,[],4.0,0,37122.0,0,0,0,0,126497261.708081,,0,2,0,False,"['ojeytonwilliams', 'thecodingaviator', 'gitpod-io[bot]']"
39011,2020-06-05T06:01:20Z,2020-06-06T09:51:35Z,scissorsneedfoodtoo,6,0,1,49,6,1,1,[],4.0,0,266885.0,0,0,0,0,126882255.717674,,0,1,0,False,"['ojeytonwilliams', 'scissorsneedfoodtoo', 'ShaunSHamilton', 'gitpod-io[bot]']"
38969,2020-05-31T05:11:06Z,2020-05-31T15:49:11Z,cdadityang,2,0,1,1,1,2,3,[],3.0,0,40881.0,0,0,0,0,127543273.725585,,0,1,0,False,"['cdadityang', 'gitpod-io[bot]']"
38849,2020-05-19T08:53:24Z,2020-05-19T16:20:00Z,ojeytonwilliams,1,0,1,6,1,1,1,['scope: docs'],3.0,0,82644.0,0,0,0,0,128524972.729921,,0,1,0,False,['gitpod-io[bot]']
38891,2020-05-25T07:15:32Z,2020-06-04T17:02:03Z,scissorsneedfoodtoo,1,0,1,37,2,1,1,['scope: docs'],5.0,0,1218377.0,0,0,0,0,126876711.746402,,0,1,0,False,['gitpod-io[bot]']
39010,2020-06-05T01:37:06Z,2020-06-06T09:52:46Z,naomi-lgbt,2,2,2,2,1,3,2,[],4.0,0,116141.0,1,0,0,0,127048853.751997,,0,2,0,False,"['naomi-lgbt', 'ojeytonwilliams', 'gitpod-io[bot]']"
39016,2020-06-06T06:07:42Z,2020-06-06T07:10:58Z,UnevenCoder,4,0,1,8,1,1,1,[],3.0,0,91986.0,0,0,0,0,126970372.75821,,0,1,0,False,"['naomi-lgbt', 'UnevenCoder', 'ojeytonwilliams', 'gitpod-io[bot]']"
38910,2020-05-27T09:33:18Z,2020-05-28T15:28:21Z,scissorsneedfoodtoo,1,0,1,12,6,1,1,['scope: curriculum'],4.0,0,153248.0,0,0,0,0,127760774.779257,,0,1,0,False,['gitpod-io[bot]']
38813,2020-05-13T15:48:12Z,2020-05-18T14:39:03Z,TyMick,2,0,1,2,1,1,1,['scope: curriculum'],4.0,0,522179.0,0,0,0,0,128578949.785909,,0,1,0,False,"['ojeytonwilliams', 'gitpod-io[bot]']"
38937,2020-05-28T15:10:40Z,2020-05-28T16:30:56Z,scissorsneedfoodtoo,1,0,1,10,5,1,1,['scope: curriculum'],4.0,0,46565.0,0,0,0,0,127760815.79126,,0,1,0,False,['gitpod-io[bot]']
39061,2020-06-12T19:46:17Z,2020-06-13T09:43:22Z,beaucarnes,2,0,1,42,4,1,1,['scope: curriculum'],5.0,0,50225.0,0,0,0,0,126444618.793732,,0,1,0,False,['gitpod-io[bot]']
39004,2020-06-04T13:13:37Z,2020-06-13T09:47:07Z,kushagra010,10,3,6,12,1,2,1,['scope: curriculum'],3.0,0,770804.0,3,0,0,0,126438799.798358,,0,6,0,False,"['ojeytonwilliams', 'kushagra010', 'gitpod-io[bot]']"
38993,2020-06-02T17:33:34Z,2020-06-03T16:33:04Z,jasnkwcz,4,4,5,4,1,3,1,[],5.0,0,114424.0,1,0,0,0,127252382.803954,,0,5,0,False,"['ojeytonwilliams', 'jasnkwcz', 'ShaunSHamilton', 'gitpod-io[bot]']"
38828,2020-05-15T16:43:31Z,2020-05-18T17:52:39Z,vsasvipul0605,6,0,1,10,1,2,2,['scope: curriculum'],3.0,0,266440.0,0,0,0,0,128658569.983899,,0,1,0,False,"['ojeytonwilliams', 'vsasvipul0605', 'gitpod-io[bot]']"
38956,2020-05-29T18:30:07Z,2020-05-31T13:06:01Z,lasjorg,1,0,1,2,1,2,2,[],5.0,0,153356.0,0,0,0,0,127555657.99105,,0,1,0,False,['gitpod-io[bot]']
38792,2020-05-11T21:31:12Z,2020-05-20T09:28:17Z,TyMick,7,4,5,7,1,3,2,['scope: curriculum'],3.0,0,756953.0,2,0,0,0,128496396.651991,,0,5,0,False,"['TyMick', 'erictleung', 'ojeytonwilliams', 'gitpod-io[bot]']"
38875,2020-05-22T23:38:32Z,2020-05-25T08:16:31Z,arfbacem,1,0,2,152,1,0,0,['scope: docs'],3.0,0,203879.0,0,0,0,0,128091431.559906,,0,2,0,False,['gitpod-io[bot]']
38848,2020-05-19T08:29:54Z,2020-05-19T08:44:53Z,raisedadead,3,3,1,20,1,1,0,[],3.0,0,976.0,1,0,0,0,128608052.561019,,0,1,0,False,"['raisedadead', 'ojeytonwilliams', 'gitpod-io[bot]']"
38852,2020-05-19T20:06:50Z,2020-05-31T13:16:01Z,ExperimentMonty,2,0,1,2,1,3,3,['scope: curriculum'],5.0,0,1012151.0,0,0,0,0,127555061.56641,,0,1,0,False,"['ExperimentMonty', 'gitpod-io[bot]']"
38869,2020-05-21T16:14:23Z,2020-05-31T13:14:00Z,danwaltmorgan,1,0,1,2,1,3,3,['scope: curriculum'],4.0,0,853178.0,0,0,0,0,127555181.569651,,0,1,0,False,['gitpod-io[bot]']
38985,2020-06-01T15:37:06Z,2020-06-02T07:04:19Z,niteshseram,3,0,1,2,1,1,1,[],4.0,0,55633.0,0,0,0,0,127404563.573205,,0,1,0,False,"['scissorsneedfoodtoo', 'niteshseram', 'gitpod-io[bot]']"
38468,2020-03-29T21:04:55Z,2020-05-15T21:41:41Z,AshNaz87,5,4,5,12,1,3,3,['scope: curriculum'],4.0,0,4063006.0,1,0,0,0,128907121.588819,,0,5,0,False,"['AshNaz87', 'ShaunSHamilton', 'RandellDawson', 'moT01', 'gitpod-io[bot]']"
38972,2020-05-31T13:03:59Z,2020-05-31T15:47:51Z,niteshseram,6,1,2,13,1,2,2,[],4.0,0,153069.0,1,0,0,0,127402714.600374,,0,2,0,False,"['moT01', 'niteshseram', 'gitpod-io[bot]']"
38780,2020-05-10T10:04:58Z,2020-05-20T08:09:36Z,josh-queen,2,1,2,2,1,2,2,['scope: curriculum'],3.0,0,857082.0,0,0,0,0,128523842.617334,,0,2,0,False,"['ojeytonwilliams', 'lasjorg', 'gitpod-io[bot]']"
38986,2020-06-02T09:19:36Z,2020-06-02T11:41:16Z,ojeytonwilliams,3,0,1,129,1,1,1,"['scope: curriculum', 'scope: docs']",4.0,0,17087.0,0,0,0,0,127379359.620537,,0,1,0,False,"['raisedadead', 'moT01', 'gitpod-io[bot]']"
38758,2020-05-07T21:07:03Z,2020-05-11T17:51:25Z,moT01,1,16,12,40,1,4,2,['scope: docs'],56292.0,0,1526884.0,2,0,0,0,128073515.640486,,0,12,0,False,"['moT01', 'ojeytonwilliams', 'gitpod-io[bot]']"
38884,2020-05-24T19:52:26Z,2020-05-27T07:37:35Z,theprakashkumar,3,0,1,2,1,2,2,['scope: curriculum'],4.0,0,215115.0,1,0,0,0,127920961.659144,,0,1,0,False,"['ojeytonwilliams', 'theprakashkumar', 'gitpod-io[bot]']"
38717,2020-05-03T14:23:18Z,2020-05-19T10:50:20Z,rena1234,2,0,1,10,1,2,2,['scope: curriculum'],4.0,0,1369627.0,0,0,0,0,128600597.972587,,0,1,0,False,"['ojeytonwilliams', 'gitpod-io[bot]']"
38836,2020-05-17T00:22:03Z,2020-05-19T10:45:00Z,paulywill,2,3,4,4,1,3,2,[],4.0,0,235325.0,1,0,0,0,128575774.994001,,0,4,0,False,"['ojeytonwilliams', 'paulywill', 'gitpod-io[bot]']"
38441,2020-03-25T23:33:31Z,2020-05-18T13:39:56Z,anthonyzeng99,5,0,2,10,1,2,2,['scope: curriculum'],4.0,0,4629999.0,0,0,0,0,128676813.001286,,0,2,0,False,"['RandellDawson', 'anthonyzeng99', 'ojeytonwilliams', 'gitpod-io[bot]']"
38804,2020-05-12T21:49:16Z,2020-05-28T07:07:13Z,TyMick,3,0,1,2,1,2,2,['scope: curriculum'],3.0,0,1359958.0,0,0,0,0,127805909.004693,,0,1,0,False,"['moT01', 'raisedadead', 'gitpod-io[bot]']"
38897,2020-05-25T22:12:51Z,2020-06-02T07:22:59Z,JapneetSingh5,3,0,2,2,1,2,3,"['scope: curriculum', 'status: PR in works']",3.0,0,637809.0,0,0,0,0,127403443.018413,,0,2,0,False,"['JapneetSingh5', 'ShaunSHamilton', 'gitpod-io[bot]']"
38827,2020-05-15T08:10:17Z,2020-05-21T09:26:07Z,rajat641,5,0,1,6,1,2,3,['scope: curriculum'],4.0,0,522970.0,0,0,0,0,128432836.02428,,0,1,0,False,"['raisedadead', 'rajat641', 'gitpod-io[bot]']"
38865,2020-05-21T07:11:42Z,2020-05-29T08:56:18Z,DaVicki,5,0,2,4,1,2,2,['scope: curriculum'],4.0,0,827692.0,0,0,0,0,127613229.049308,,0,2,0,False,"['ShaunSHamilton', 'erictleung', 'DaVicki', 'ojeytonwilliams', 'gitpod-io[bot]']"
38851,2020-05-19T12:49:35Z,2020-05-19T16:20:23Z,moT01,1,0,1,1,1,1,1,['scope: docs'],4.0,0,13774.0,0,0,0,0,128579674.066871,,0,1,0,False,['gitpod-io[bot]']
38854,2020-05-20T04:40:07Z,2020-05-28T15:27:41Z,scissorsneedfoodtoo,1,0,1,14,6,2,2,['scope: curriculum'],4.0,0,1659966.0,0,0,0,0,126876450.084119,,1,1,0,False,['gitpod-io[bot]']
38659,2020-04-27T10:16:01Z,2020-05-19T03:50:51Z,dostrelith678,5,8,6,8,1,4,2,['scope: curriculum'],4.0,0,1892930.0,2,0,0,0,128610542.375022,,0,6,0,False,"['dostrelith678', 'ShaunSHamilton', 'ojeytonwilliams', 'moT01', 'gitpod-io[bot]']"
38716,2020-05-03T05:19:59Z,2020-05-04T08:03:21Z,Twaha-Rahman,0,0,1,2,1,0,0,[],,0,837722.0,0,0,0,0,129165123.388351,,0,1,0,False,[]
38722,2020-05-03T21:48:32Z,2020-05-14T01:28:47Z,rayswebpresence,0,0,2,10,1,0,0,"['scope: curriculum', 'status: waiting update']",,0,877215.0,0,0,0,0,129066317.397508,,0,2,0,False,[]
38810,2020-05-13T12:39:42Z,2020-05-13T12:40:43Z,raisedadead,0,0,1,6,1,0,0,[],,0,63.0,0,0,0,0,129112399.642534,,0,1,0,False,[]
38782,2020-05-10T19:21:33Z,2020-05-11T12:35:17Z,daksh-goyal,0,0,2,2,1,0,0,[],,0,62024.0,0,0,0,0,129285528.958838,,0,2,0,False,[]
38656,2020-04-27T00:59:06Z,2020-05-12T09:37:18Z,rayswebpresence,0,0,2,11,1,0,0,['scope: curriculum'],,0,1327101.0,0,0,0,0,129209799.094497,,0,2,0,False,[]
38725,2020-05-03T22:25:58Z,2020-05-12T09:35:58Z,rayswebpresence,0,0,2,12,1,0,0,['scope: curriculum'],,0,731400.0,0,0,0,0,129209888.108776,,0,2,0,False,[]
38651,2020-04-26T20:28:02Z,2020-05-02T13:17:12Z,farjadfazli,0,0,2,2,1,0,0,['scope: curriculum'],,0,498945.0,0,0,0,0,130054219.111008,,0,2,0,False,[]
38723,2020-05-03T22:01:19Z,2020-05-12T09:36:29Z,rayswebpresence,0,0,2,12,1,0,0,['scope: curriculum'],,0,732911.0,0,0,0,0,129209856.113588,,0,2,0,False,[]
38661,2020-04-27T17:11:24Z,2020-05-02T13:27:53Z,mchsch,0,0,1,2,1,0,0,['scope: curriculum'],,0,428806.0,0,0,0,0,130049757.868264,,0,1,0,False,[]
38726,2020-05-03T22:54:55Z,2020-05-12T09:35:02Z,rayswebpresence,0,0,2,12,1,0,0,['scope: curriculum'],,0,729607.0,0,0,0,0,129209945.887666,,0,2,0,False,[]
38500,2020-04-05T19:21:17Z,2020-05-08T00:41:20Z,anastasiasoenjoto,0,0,8,22,2,0,0,['scope: curriculum'],,0,2784004.0,0,0,0,0,129587566.945249,,0,8,0,False,[]
38742,2020-05-06T03:42:27Z,2020-05-06T14:26:20Z,levlaz,0,0,2,2,1,0,0,['scope: docs'],,0,38633.0,0,0,0,0,129710868.372242,,0,2,0,False,[]
37544,2019-10-25T21:44:59Z,2019-12-23T06:46:50Z,JURAMOUSE,1,0,1,4,1,1,1,['scope: curriculum'],6.0,0,5043711.0,0,0,0,0,141402452.649151,,0,1,0,False,['gitpod-io[bot]']
37249,2019-10-13T00:38:18Z,2019-12-24T09:29:05Z,gmal1,1,0,1,8,1,1,1,['scope: curriculum'],5.0,0,6252647.0,0,0,0,0,141306317.655375,,0,1,0,False,['gitpod-io[bot]']
37283,2019-10-14T15:53:04Z,2019-12-23T17:31:59Z,huyenltnguyen,5,25,3,65,5,2,0,['scope: curriculum'],6.0,0,6090252.0,1,0,0,0,141327426.695039,,0,3,0,False,"['RandellDawson', 'CleoAguiar', 'huyenltnguyen', 'gitpod-io[bot]']"
37254,2019-10-13T06:12:19Z,2019-12-22T19:33:30Z,ezerw,2,0,1,2,1,1,1,['scope: curriculum'],6.0,0,6096075.0,0,0,0,0,141442848.759831,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
37620,2019-10-30T17:17:07Z,2019-12-24T05:32:51Z,KhraksMamtsov,2,0,1,11,1,1,1,['scope: curriculum'],6.0,0,4709744.0,0,0,0,0,141320491.773229,,0,1,0,False,"['greggubarev', 'gitpod-io[bot]']"
37975,2019-12-23T14:14:10Z,2019-12-23T15:17:11Z,greggubarev,1,0,1,2,1,1,1,[],4.0,0,3782.0,0,0,0,0,141371830.778234,,1,1,0,False,['gitpod-io[bot]']
37644,2019-10-31T19:58:40Z,2019-12-23T06:48:40Z,bitrixtoday,2,0,1,6,1,1,1,['scope: curriculum'],5.0,0,4531800.0,0,0,0,0,141402342.782768,,0,1,0,False,"['greggubarev', 'gitpod-io[bot]']"
37546,2019-10-25T21:50:52Z,2019-12-23T06:46:04Z,JURAMOUSE,1,0,1,10,1,1,1,['scope: curriculum'],6.0,0,5043312.0,0,0,0,0,141402498.789197,,0,1,0,False,['gitpod-io[bot]']
37547,2019-10-25T22:09:26Z,2019-12-23T06:47:25Z,JURAMOUSE,1,0,1,10,1,1,1,['scope: curriculum'],8.0,0,5042279.0,0,0,0,0,141402417.796322,,0,1,0,False,['gitpod-io[bot]']
37290,2019-10-14T19:45:08Z,2019-12-22T19:59:34Z,Shermjj,2,0,1,8,4,1,1,['scope: curriculum'],5.0,0,5962470.0,0,0,0,0,141441284.801016,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
36902,2019-10-01T10:50:04Z,2019-12-20T17:20:38Z,LeoGuilherme,2,0,2,6,2,1,1,['scope: curriculum'],14447.0,0,6935434.0,0,0,0,0,141623624.81009,,0,2,0,False,"['RandellDawson', 'LeoGuilherme']"
37646,2019-10-31T20:04:47Z,2019-12-23T06:47:51Z,bitrixtoday,2,0,1,6,1,1,1,['scope: curriculum'],4.0,0,4531385.0,0,0,0,0,141402390.815735,,0,1,0,False,"['greggubarev', 'gitpod-io[bot]']"
37645,2019-10-31T20:01:52Z,2019-12-23T06:48:14Z,bitrixtoday,2,0,1,14,1,1,1,['scope: curriculum'],5.0,0,4531583.0,0,0,0,0,141402367.819574,,0,1,0,False,"['greggubarev', 'gitpod-io[bot]']"
37077,2019-10-07T08:44:43Z,2019-12-20T15:24:23Z,hedera-s,1,0,1,12,1,1,0,['scope: curriculum'],5.0,0,6417580.0,0,0,0,0,141630601.210959,,0,1,0,False,['gitpod-io[bot]']
37826,2019-11-25T18:36:25Z,2019-12-07T20:47:08Z,RandellDawson,1,0,2,3,1,2,2,['scope: curriculum'],4.0,0,1060646.0,0,0,0,0,142718433.338083,,0,2,0,False,['gitpod-io[bot]']
36886,2019-09-30T21:08:35Z,2019-12-20T15:22:47Z,VKrukovich,1,2,2,4,1,2,1,['scope: curriculum'],5.0,0,6977653.0,1,0,0,0,141630696.349731,,0,2,0,False,"['VKrukovich', 'greggubarev', 'gitpod-io[bot]']"
37199,2019-10-11T08:40:52Z,2019-12-20T15:27:28Z,LeMarck,1,0,1,46,1,0,0,['scope: docs'],6.0,0,6142349.0,0,0,0,0,141560463.458291,,0,1,0,False,['gitpod-io[bot]']
37799,2019-11-20T20:55:54Z,2019-12-22T19:49:26Z,sebasaenz,5,0,4,376,23,1,1,['scope: curriculum'],3.0,0,2760812.0,0,0,0,0,141441898.461479,,0,4,0,False,"['RandellDawson', 'sebasaenz', 'gitpod-io[bot]']"
36909,2019-10-01T12:02:34Z,2019-12-20T17:22:09Z,LeoGuilherme,1,0,1,10,1,0,0,['scope: curriculum'],5.0,0,6931176.0,0,0,0,0,141623534.471959,,0,1,0,False,['gitpod-io[bot]']
36947,2019-10-02T11:03:41Z,2019-12-20T17:22:49Z,Chipiwiny94,4,0,1,4,1,0,0,['scope: curriculum'],5.0,0,6848348.0,0,0,0,0,141623495.487231,,0,1,0,False,"['raisedadead', 'Chipiwiny94', 's-Hale', 'gitpod-io[bot]']"
37592,2019-10-28T11:32:27Z,2019-12-22T19:21:43Z,abbathaw,2,0,6,73,5,1,1,['scope: curriculum'],5.0,0,4780156.0,0,0,0,0,141443561.499671,,0,6,0,False,"['RandellDawson', 'gitpod-io[bot]']"
36888,2019-09-30T21:19:06Z,2019-12-20T15:23:16Z,VKrukovich,1,0,1,6,1,1,0,['scope: curriculum'],5.0,0,6977050.0,0,0,0,0,141630668.544225,,0,1,0,False,['gitpod-io[bot]']
37940,2019-12-16T01:59:00Z,2019-12-16T14:16:17Z,Code4Three,3,2,2,2,1,1,1,[],4.0,0,44259.0,0,0,0,0,141980265.558974,,0,2,0,False,"['RandellDawson', 'Code4Three', 'gitpod-io[bot]']"
37925,2019-12-13T17:23:47Z,2019-12-22T20:24:14Z,ZhichengChen,3,30,4,155,5,4,2,['scope: curriculum'],4.0,0,788431.0,0,0,0,0,141439806.563483,,0,4,0,False,"['RandellDawson', 'Becavalier', 'miyaliu666', 'gitpod-io[bot]']"
36867,2019-09-27T13:38:02Z,2019-12-20T15:20:46Z,RichardLim00,3,0,4,8,1,0,0,"['scope: curriculum', 'status: merge conflict']",5.0,0,7263765.0,0,0,0,0,141630817.574825,,0,4,0,False,"['RandellDawson', 'RichardLim00', 'gitpod-io[bot]']"
37079,2019-10-07T09:04:11Z,2019-12-20T15:24:37Z,hedera-s,1,1,2,8,1,1,0,['scope: curriculum'],6.0,0,6416426.0,1,0,0,0,141630587.601891,,0,2,0,False,"['greggubarev', 'gitpod-io[bot]']"
37575,2019-10-27T04:26:21Z,2019-12-14T04:16:31Z,shynonagons,1,0,1,2,1,2,2,['scope: curriculum'],5.0,0,4146611.0,0,0,0,0,142189072.929385,,0,1,0,False,['gitpod-io[bot]']
37402,2019-10-20T00:31:02Z,2019-12-22T19:40:58Z,dariofedes,2,0,1,2,1,2,2,['scope: curriculum'],5.0,0,5512228.0,0,0,0,0,141442374.935545,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
36889,2019-09-30T21:25:34Z,2019-12-20T15:24:03Z,VKrukovich,1,0,1,4,1,1,0,['scope: curriculum'],5.0,0,6976709.0,0,0,0,0,141630621.939938,,0,1,0,False,['gitpod-io[bot]']
36887,2019-09-30T21:14:49Z,2019-12-20T15:23:02Z,VKrukovich,1,0,1,2,1,1,1,['scope: curriculum'],5.0,0,6977293.0,0,0,0,0,141630682.945148,,0,1,0,False,['gitpod-io[bot]']
37902,2019-12-09T18:32:33Z,2019-12-12T04:20:20Z,RandellDawson,1,0,3,2,1,2,2,['scope: curriculum'],3.0,0,212442.0,0,0,0,0,142357269.951414,,0,3,0,False,['gitpod-io[bot]']
36907,2019-10-01T11:40:48Z,2019-12-20T17:21:01Z,LeoGuilherme,1,0,1,2,1,1,2,['scope: curriculum'],5.0,0,6932413.0,0,0,0,0,141623603.955352,,0,1,0,False,['gitpod-io[bot]']
37948,2019-12-17T16:53:59Z,2019-12-19T10:26:51Z,RandellDawson,1,0,1,8,3,2,1,['scope: curriculum'],4.0,0,162964.0,0,0,0,0,141721461.962685,,0,1,0,False,['gitpod-io[bot]']
37768,2019-11-16T01:34:59Z,2019-12-14T21:41:47Z,PartyLich,7,14,8,27,1,3,2,['scope: curriculum'],4.0,0,2491609.0,5,0,0,0,142126357.278071,,0,8,0,False,"['PartyLich', 'RandellDawson', 'Manish-Giri', 'gitpod-io[bot]']"
37260,2019-10-13T14:39:00Z,2019-12-07T14:47:48Z,chiaramistro,2,0,1,2,1,2,3,['scope: docs'],5.0,0,4752532.0,0,0,0,0,142755994.357345,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
37821,2019-11-24T20:24:43Z,2019-12-22T19:32:21Z,junagao,4,3,3,60,1,2,1,['scope: curriculum'],3.0,0,2416058.0,2,0,0,0,141442925.576044,,0,3,0,False,"['RandellDawson', 'gugacavalieri', 'junagao', 'gitpod-io[bot]']"
37294,2019-10-14T22:08:48Z,2019-11-29T01:03:12Z,miguelpalazzo,4,0,4,6,2,1,1,['scope: docs'],5.0,0,4394367.0,0,0,0,0,143000771.903551,,0,4,0,False,"['RandellDawson', 'miguelpalazzo', 'gitpod-io[bot]']"
37253,2019-10-13T06:00:01Z,2019-12-03T08:46:04Z,ezerw,2,0,1,2,1,2,2,['scope: curriculum'],6.0,0,4416376.0,0,0,0,0,143123289.935211,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
36862,2019-09-27T10:34:58Z,2019-12-03T08:37:39Z,nico-alvarez-eu,2,0,1,2,1,2,2,['scope: curriculum'],5.0,0,5781768.0,0,0,0,0,143123800.952599,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
37871,2019-12-04T18:38:17Z,2019-12-04T22:32:56Z,cdeil,2,0,1,2,1,1,1,[],4.0,0,14091.0,0,0,0,0,142987278.959672,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
37119,2019-10-08T13:59:31Z,2019-12-03T08:32:22Z,luisignaciocc,2,0,1,4,1,1,1,['scope: curriculum'],6.0,0,4818784.0,0,0,0,0,143124111.967629,,0,1,0,False,"['RandellDawson', 'gitpod-io[bot]']"
37873,2019-12-05T16:14:58Z,2019-12-06T13:35:14Z,ojeytonwilliams,3,0,1,21,2,1,1,['scope: docs'],4.0,0,76816.0,0,0,0,0,142846752.974674,,0,1,0,False,"['RandellDawson', 'ojeytonwilliams', 'gitpod-io[bot]']"
36868,2019-09-27T14:17:01Z,2019-12-20T15:22:01Z,RichardLim00,1,0,1,10,1,0,0,['scope: curriculum'],6.0,0,7261500.0,0,0,0,0,141630745.985265,,0,1,0,False,['gitpod-io[bot]']
